hour,lmp,year,month,day,temp,hrank
18,82.36,2010,1,1,34.3,1
19,76.47,2010,1,1,33.7,2
21,74.16,2010,1,1,32.6,3
17,73.93,2010,1,1,35.2,4
22,73.18,2010,1,1,32,5
2,70.87,2010,1,1,30.3,6
20,65.19,2010,1,1,33.2,7
23,64.62,2010,1,1,31.5,8
4,61.35,2010,1,1,29.8,9
15,58.81,2010,1,1,35.9,10
24,58.8,2010,1,1,31,11
12,58.7,2010,1,1,33.2,12
14,58.54,2010,1,1,35.3,13
13,57.31,2010,1,1,34.5,14
3,56.15,2010,1,1,30,15
16,55.8,2010,1,1,35.8,16
11,55.53,2010,1,1,32,17
5,54.19,2010,1,1,29.5,18
10,48.4,2010,1,1,30.7,19
6,42.32,2010,1,1,29.3,20
9,42.19,2010,1,1,29.5,21
7,40.43,2010,1,1,29.3,22
8,32.33,2010,1,1,29.2,23
18,134.88,2010,1,2,34.2,1
19,107.57,2010,1,2,33.5,2
22,105,2010,1,2,31.8,3
20,98.43,2010,1,2,33,4
21,96.8,2010,1,2,32.4,5
23,91.47,2010,1,2,31.3,6
17,89.92,2010,1,2,35,7
13,73.88,2010,1,2,34.2,8
12,71.14,2010,1,2,33,9
24,70.27,2010,1,2,30.9,10
11,67.57,2010,1,2,31.7,11
10,64.08,2010,1,2,30.4,12
16,64.03,2010,1,2,35.6,13
9,64,2010,1,2,29.3,14
14,63.62,2010,1,2,35.1,15
8,61.66,2010,1,2,28.9,16
15,60.92,2010,1,2,35.6,17
3,51.15,2010,1,2,29.7,18
4,50.06,2010,1,2,29.5,19
2,48.69,2010,1,2,30,20
7,47.3,2010,1,2,29,21
1,42.85,2010,1,2,29.9,22
6,36.17,2010,1,2,29,23
5,33.41,2010,1,2,29.2,24
11,274.35,2010,1,3,31.5,1
12,228.54,2010,1,3,32.7,2
13,210.54,2010,1,3,34,3
3,195.6,2010,1,3,29.5,4
10,193.74,2010,1,3,30.1,5
9,186.68,2010,1,3,29,6
17,179.07,2010,1,3,34.8,7
4,168.28,2010,1,3,29.3,8
7,148.58,2010,1,3,28.8,9
14,123.32,2010,1,3,34.9,10
8,120.73,2010,1,3,28.7,11
20,111.35,2010,1,3,32.8,12
5,104.91,2010,1,3,29,13
19,100.35,2010,1,3,33.3,14
18,95.94,2010,1,3,34,15
15,95.54,2010,1,3,35.4,16
2,94.57,2010,1,3,29.9,17
21,89.03,2010,1,3,32.2,18
16,87.4,2010,1,3,35.4,19
6,86.69,2010,1,3,28.8,20
1,83.04,2010,1,3,29.7,21
22,61.22,2010,1,3,31.6,22
23,59.68,2010,1,3,31.1,23
24,59.01,2010,1,3,30.7,24
6,231.49,2010,1,4,28.7,1
7,152.97,2010,1,4,28.6,2
1,140.13,2010,1,4,29.7,3
18,138.83,2010,1,4,33.9,4
9,129.02,2010,1,4,28.9,5
19,128.73,2010,1,4,33.2,6
3,124.33,2010,1,4,29.4,7
8,121.48,2010,1,4,28.6,8
10,113.92,2010,1,4,30,9
20,110.94,2010,1,4,32.7,10
11,108.92,2010,1,4,31.3,11
2,107.42,2010,1,4,29.7,12
12,104.68,2010,1,4,32.6,13
17,102.61,2010,1,4,34.7,14
4,93.07,2010,1,4,29.1,15
22,88.93,2010,1,4,31.5,16
21,86.12,2010,1,4,32.1,17
5,85.82,2010,1,4,28.9,18
13,84.68,2010,1,4,33.8,19
14,76.54,2010,1,4,34.7,20
16,76.3,2010,1,4,35.3,21
15,72.27,2010,1,4,35.3,22
23,67.51,2010,1,4,31,23
24,59.57,2010,1,4,30.6,24
7,113.87,2010,1,5,28.4,1
18,98.49,2010,1,5,33.6,2
8,96.67,2010,1,5,28.3,3
12,96.05,2010,1,5,32.3,4
13,92.5,2010,1,5,33.6,5
20,91.61,2010,1,5,32.4,6
11,90.35,2010,1,5,31.1,7
17,90.22,2010,1,5,34.5,8
19,89.66,2010,1,5,32.9,9
10,89.66,2010,1,5,29.8,10
9,88.41,2010,1,5,28.7,11
14,85.12,2010,1,5,34.4,12
5,85.04,2010,1,5,28.7,13
21,83.96,2010,1,5,31.7,14
22,82.13,2010,1,5,31.2,15
15,79.87,2010,1,5,35,16
6,78.64,2010,1,5,28.5,17
16,77.3,2010,1,5,35,18
4,75.82,2010,1,5,29,19
1,75.8,2010,1,5,29.5,20
23,74.88,2010,1,5,30.7,21
3,68.78,2010,1,5,29.2,22
24,66.42,2010,1,5,30.2,23
2,52.88,2010,1,5,29.6,24
7,87.18,2010,1,6,28.2,1
18,81.11,2010,1,6,33.5,2
8,80.47,2010,1,6,28.1,3
19,79.95,2010,1,6,32.8,4
11,79.37,2010,1,6,30.9,5
10,78.67,2010,1,6,29.5,6
20,77.56,2010,1,6,32.2,7
9,77.5,2010,1,6,28.4,8
12,75.37,2010,1,6,32.1,9
21,74.8,2010,1,6,31.5,10
17,73.24,2010,1,6,34.4,11
22,72.94,2010,1,6,30.9,12
1,64.06,2010,1,6,29.1,13
13,61.49,2010,1,6,33.4,14
16,54.67,2010,1,6,34.9,15
6,49.69,2010,1,6,28.3,16
15,46.71,2010,1,6,34.9,17
5,44.93,2010,1,6,28.4,18
2,44.48,2010,1,6,29.3,19
14,39.09,2010,1,6,34.3,20
4,38.53,2010,1,6,28.7,21
3,33.63,2010,1,6,28.9,22
23,29.99,2010,1,6,30.4,23
24,22.81,2010,1,6,29.9,24
8,76.12,2010,1,7,27.6,1
7,75.98,2010,1,7,27.7,2
18,74.63,2010,1,7,33.2,3
20,74.29,2010,1,7,31.9,4
19,72.35,2010,1,7,32.5,5
10,70.99,2010,1,7,29.1,6
21,69.98,2010,1,7,31.3,7
12,69.9,2010,1,7,31.7,8
9,69.64,2010,1,7,28,9
11,68.71,2010,1,7,30.5,10
22,68.2,2010,1,7,30.7,11
3,66.17,2010,1,7,28.6,12
13,62.28,2010,1,7,32.9,13
17,61.44,2010,1,7,34.1,14
2,54.92,2010,1,7,29,15
6,47.8,2010,1,7,27.9,16
14,46.16,2010,1,7,33.9,17
24,38.27,2010,1,7,29.7,18
1,37.31,2010,1,7,28.5,19
4,32.08,2010,1,7,28.4,20
16,31.83,2010,1,7,34.6,21
23,31.41,2010,1,7,30.2,22
15,30.79,2010,1,7,34.5,23
5,29.37,2010,1,7,28.1,24
18,79.94,2010,1,8,32.9,1
19,76.61,2010,1,8,32.2,2
9,76.26,2010,1,8,27.8,3
11,75.58,2010,1,8,30.3,4
8,75.28,2010,1,8,27.5,5
10,74.63,2010,1,8,28.9,6
17,74.41,2010,1,8,33.8,7
12,73.96,2010,1,8,31.5,8
20,73.43,2010,1,8,31.6,9
13,70.9,2010,1,8,32.6,10
24,70.68,2010,1,8,29.3,11
14,69.36,2010,1,8,33.6,12
21,68.65,2010,1,8,30.9,13
7,66.99,2010,1,8,27.6,14
15,65.41,2010,1,8,34.2,15
23,64.74,2010,1,8,29.8,16
16,59.84,2010,1,8,34.3,17
22,59.09,2010,1,8,30.3,18
1,50.14,2010,1,8,28.2,19
4,42.72,2010,1,8,28.1,20
3,41.53,2010,1,8,28.3,21
6,39.46,2010,1,8,27.7,22
2,35.58,2010,1,8,28.7,23
5,32.75,2010,1,8,27.9,24
18,113.67,2010,1,9,32.7,1
21,102.56,2010,1,9,30.7,2
20,99.6,2010,1,9,31.4,3
19,94.81,2010,1,9,32,4
12,93.6,2010,1,9,31.1,5
17,85.01,2010,1,9,33.6,6
11,84.87,2010,1,9,30,7
22,84.54,2010,1,9,30.1,8
13,77.52,2010,1,9,32.3,9
10,76.93,2010,1,9,28.6,10
8,75.13,2010,1,9,27.1,11
24,74.91,2010,1,9,29,12
9,73.28,2010,1,9,27.5,13
23,72.92,2010,1,9,29.5,14
14,72.56,2010,1,9,33.3,15
15,61.95,2010,1,9,34,16
1,61.37,2010,1,9,27.9,17
16,59.96,2010,1,9,34.1,18
7,56.54,2010,1,9,27.2,19
3,44.6,2010,1,9,28,20
2,40.4,2010,1,9,28.4,21
5,38.73,2010,1,9,27.5,22
4,38.67,2010,1,9,27.8,23
6,32.79,2010,1,9,27.3,24
18,98.97,2010,1,10,32.5,1
20,93.43,2010,1,10,31.2,2
19,92.13,2010,1,10,31.8,3
11,87.77,2010,1,10,29.6,4
17,86.33,2010,1,10,33.3,5
21,86.05,2010,1,10,30.5,6
13,84.52,2010,1,10,32.1,7
12,77.44,2010,1,10,30.9,8
10,76.72,2010,1,10,28.3,9
14,73.11,2010,1,10,33,10
22,72.74,2010,1,10,29.9,11
9,72.49,2010,1,10,27.1,12
5,71.01,2010,1,10,27.2,13
15,69.7,2010,1,10,33.6,14
16,69.52,2010,1,10,33.8,15
24,69.1,2010,1,10,28.9,16
8,69.03,2010,1,10,26.8,17
4,68.71,2010,1,10,27.5,18
23,67.38,2010,1,10,29.4,19
7,65.86,2010,1,10,26.9,20
1,58.1,2010,1,10,27.7,21
6,55.38,2010,1,10,27,22
2,46.41,2010,1,10,28.1,23
3,43.87,2010,1,10,27.7,24
7,110.54,2010,1,11,26.6,1
8,105.66,2010,1,11,26.5,2
9,102.96,2010,1,11,26.8,3
10,102.7,2010,1,11,27.9,4
19,100.51,2010,1,11,31.6,5
12,100.44,2010,1,11,30.6,6
18,100.29,2010,1,11,32.3,7
11,100.21,2010,1,11,29.3,8
20,97.04,2010,1,11,31,9
21,86.96,2010,1,11,30.3,10
13,85.34,2010,1,11,31.8,11
6,84.79,2010,1,11,26.8,12
17,83.23,2010,1,11,33.1,13
14,75.67,2010,1,11,32.7,14
15,75.65,2010,1,11,33.4,15
22,74.79,2010,1,11,29.7,16
16,72.21,2010,1,11,33.5,17
1,71.08,2010,1,11,27.5,18
5,70.52,2010,1,11,26.9,19
23,59.21,2010,1,11,29.1,20
2,51.13,2010,1,11,27.9,21
3,50.26,2010,1,11,27.5,22
4,49.51,2010,1,11,27.2,23
24,38.33,2010,1,11,28.5,24
19,85.92,2010,1,12,31.4,1
18,82.15,2010,1,12,32.1,2
20,78.05,2010,1,12,30.8,3
7,68.33,2010,1,12,26.3,4
21,63.82,2010,1,12,30,5
8,61.9,2010,1,12,26.2,6
22,61.27,2010,1,12,29.5,7
10,58.32,2010,1,12,27.7,8
13,57.52,2010,1,12,31.5,9
17,57.36,2010,1,12,32.9,10
12,57.29,2010,1,12,30.3,11
11,57.02,2010,1,12,29.1,12
9,56.99,2010,1,12,26.6,13
14,55.05,2010,1,12,32.5,14
15,52.3,2010,1,12,33.1,15
23,51.72,2010,1,12,28.9,16
16,49,2010,1,12,33.3,17
1,46.65,2010,1,12,27.1,18
5,45.9,2010,1,12,26.6,19
4,45.12,2010,1,12,26.8,20
6,44.15,2010,1,12,26.4,21
24,43.76,2010,1,12,28.3,22
2,40.59,2010,1,12,27.5,23
3,21.07,2010,1,12,27.1,24
7,66.32,2010,1,13,26,1
9,66.2,2010,1,13,26.3,2
10,62.81,2010,1,13,27.4,3
11,61.81,2010,1,13,28.8,4
20,60.75,2010,1,13,30.5,5
18,60.32,2010,1,13,31.8,6
19,59.84,2010,1,13,31.1,7
21,59.59,2010,1,13,29.8,8
8,59.49,2010,1,13,25.9,9
17,58.03,2010,1,13,32.7,10
12,57.79,2010,1,13,30.1,11
13,55.25,2010,1,13,31.3,12
14,54.49,2010,1,13,32.2,13
22,53.52,2010,1,13,29.2,14
15,53.18,2010,1,13,32.9,15
16,50.73,2010,1,13,33.1,16
1,45.78,2010,1,13,26.8,17
23,45.69,2010,1,13,28.6,18
3,44.19,2010,1,13,26.9,19
24,44,2010,1,13,28,20
4,43.78,2010,1,13,26.6,21
5,43.77,2010,1,13,26.3,22
2,43.71,2010,1,13,27.3,23
6,43.47,2010,1,13,26.1,24
7,75.13,2010,1,14,25.5,1
8,74.56,2010,1,14,25.4,2
19,64.7,2010,1,14,30.6,3
21,62.09,2010,1,14,29.3,4
10,61.58,2010,1,14,26.9,5
18,61.27,2010,1,14,31.3,6
9,61.16,2010,1,14,25.9,7
20,58.7,2010,1,14,30,8
22,54.42,2010,1,14,28.6,9
11,51.99,2010,1,14,28.3,10
14,48.29,2010,1,14,31.8,11
17,48.14,2010,1,14,32.2,12
13,48.1,2010,1,14,30.8,13
12,47.85,2010,1,14,29.6,14
16,46.65,2010,1,14,32.6,15
6,46.62,2010,1,14,25.7,16
15,46.08,2010,1,14,32.4,17
23,45.79,2010,1,14,28,18
3,45.62,2010,1,14,26.5,19
5,44.81,2010,1,14,25.9,20
4,44.72,2010,1,14,26.2,21
2,44.52,2010,1,14,27,22
1,44.18,2010,1,14,26.6,23
24,41.52,2010,1,14,27.4,24
11,160.3,2010,1,15,27.9,1
10,155.23,2010,1,15,26.3,2
9,143.78,2010,1,15,25.2,3
19,114.85,2010,1,15,30.4,4
12,108.54,2010,1,15,29.2,5
8,103.95,2010,1,15,24.8,6
7,91.43,2010,1,15,24.9,7
18,88.16,2010,1,15,31.1,8
17,83.93,2010,1,15,31.9,9
13,55.83,2010,1,15,30.5,10
3,53.65,2010,1,15,25.9,11
16,52.69,2010,1,15,32.3,12
23,51.92,2010,1,15,27.9,13
6,51.69,2010,1,15,25.1,14
20,51.45,2010,1,15,29.8,15
22,50.31,2010,1,15,28.5,16
2,49.34,2010,1,15,26.4,17
5,49.24,2010,1,15,25.3,18
15,47.92,2010,1,15,32.1,19
21,47.6,2010,1,15,29.1,20
14,47.54,2010,1,15,31.5,21
4,45.88,2010,1,15,25.6,22
24,43.23,2010,1,15,27.3,23
1,42.6,2010,1,15,26.1,24
20,63.24,2010,1,16,29.9,1
18,61.61,2010,1,16,31.2,2
17,56.53,2010,1,16,32,3
21,56.46,2010,1,16,29.2,4
19,51,2010,1,16,30.5,5
10,49.36,2010,1,16,26.3,6
11,49.11,2010,1,16,27.9,7
12,48.94,2010,1,16,29.2,8
22,46.99,2010,1,16,28.6,9
1,46.43,2010,1,16,26.1,10
13,46.31,2010,1,16,30.5,11
9,45.56,2010,1,16,25.2,12
6,45.44,2010,1,16,25,13
7,44.53,2010,1,16,24.8,14
2,44.08,2010,1,16,26.3,15
8,43.95,2010,1,16,24.8,16
14,43.94,2010,1,16,31.5,17
23,43.77,2010,1,16,28.1,18
16,43.6,2010,1,16,32.4,19
3,43.3,2010,1,16,25.9,20
15,43.12,2010,1,16,32.1,21
24,37.18,2010,1,16,27.5,22
5,36.75,2010,1,16,25.2,23
4,32.74,2010,1,16,25.5,24
19,81.29,2010,1,17,30.7,1
20,73.08,2010,1,17,30.1,2
17,71.75,2010,1,17,32.1,3
18,67.94,2010,1,17,31.3,4
16,62.9,2010,1,17,32.5,5
15,61.81,2010,1,17,32.3,6
14,61.52,2010,1,17,31.7,7
21,58.92,2010,1,17,29.4,8
22,57.21,2010,1,17,28.9,9
13,57.1,2010,1,17,30.7,10
12,51.64,2010,1,17,29.4,11
23,50.12,2010,1,17,28.2,12
11,48.6,2010,1,17,28,13
10,48.04,2010,1,17,26.5,14
24,46.67,2010,1,17,27.6,15
9,44.64,2010,1,17,25.3,16
5,41.68,2010,1,17,25.3,17
7,41.14,2010,1,17,25,18
8,40.98,2010,1,17,24.9,19
6,40.01,2010,1,17,25.1,20
1,39.34,2010,1,17,26.3,21
2,38.35,2010,1,17,26.4,22
4,37.14,2010,1,17,25.7,23
3,36.01,2010,1,17,26,24
18,79.41,2010,1,18,31.4,1
10,72.24,2010,1,18,26.5,2
11,69.98,2010,1,18,28,3
12,65.6,2010,1,18,29.4,4
9,59.62,2010,1,18,25.4,5
20,58.87,2010,1,18,30.1,6
17,58.58,2010,1,18,32.2,7
21,58.06,2010,1,18,29.5,8
13,56.47,2010,1,18,30.7,9
19,54.13,2010,1,18,30.8,10
23,53.6,2010,1,18,28.3,11
22,51.11,2010,1,18,28.9,12
8,49.7,2010,1,18,24.9,13
14,49.35,2010,1,18,31.7,14
15,47.29,2010,1,18,32.4,15
16,46.18,2010,1,18,32.6,16
1,43,2010,1,18,26.6,17
7,42.45,2010,1,18,25,18
4,42.3,2010,1,18,25.7,19
2,42.02,2010,1,18,26.5,20
3,41.34,2010,1,18,26.1,21
5,39.57,2010,1,18,25.3,22
24,38.28,2010,1,18,27.7,23
6,37.94,2010,1,18,25.1,24
18,196.53,2010,1,19,31.4,1
19,135.27,2010,1,19,30.8,2
17,80.18,2010,1,19,32.2,3
5,69.12,2010,1,19,25.4,4
20,68.78,2010,1,19,30.1,5
7,67.96,2010,1,19,25,6
13,63.94,2010,1,19,30.7,7
10,57.83,2010,1,19,26.6,8
21,57.18,2010,1,19,29.5,9
12,57.05,2010,1,19,29.5,10
8,55.6,2010,1,19,24.9,11
11,55.07,2010,1,19,28.1,12
9,54.28,2010,1,19,25.4,13
14,53.74,2010,1,19,31.7,14
16,51.7,2010,1,19,32.6,15
15,51.24,2010,1,19,32.4,16
22,45.2,2010,1,19,28.9,17
6,44.75,2010,1,19,25.2,18
2,43.72,2010,1,19,26.6,19
1,43.65,2010,1,19,26.7,20
24,41.37,2010,1,19,27.6,21
4,39.88,2010,1,19,25.8,22
23,39.71,2010,1,19,28.2,23
3,38.03,2010,1,19,26.1,24
18,99.55,2010,1,20,31.2,1
19,87.41,2010,1,20,30.6,2
20,71.18,2010,1,20,30,3
7,59.07,2010,1,20,24.9,4
21,55.97,2010,1,20,29.3,5
8,49.39,2010,1,20,24.8,6
10,47.7,2010,1,20,26.3,7
17,46.77,2010,1,20,32.1,8
12,46.7,2010,1,20,29.3,9
11,45.92,2010,1,20,27.9,10
13,44.99,2010,1,20,30.6,11
5,44.77,2010,1,20,25.2,12
9,44.61,2010,1,20,25.2,13
14,44.58,2010,1,20,31.6,14
15,43.77,2010,1,20,32.2,15
22,43.6,2010,1,20,28.7,16
16,43.43,2010,1,20,32.5,17
23,42.08,2010,1,20,28,18
1,39.82,2010,1,20,26.8,19
24,37.93,2010,1,20,27.3,20
6,37.54,2010,1,20,25,21
3,37.38,2010,1,20,26,22
4,35.12,2010,1,20,25.6,23
2,32.95,2010,1,20,26.5,24
20,68.87,2010,1,21,29.9,1
21,63.76,2010,1,21,29.3,2
19,58.06,2010,1,21,30.5,3
7,57.45,2010,1,21,24.6,4
9,55.87,2010,1,21,25,5
8,54.4,2010,1,21,24.5,6
11,51.27,2010,1,21,27.6,7
18,49.81,2010,1,21,31.1,8
10,49.53,2010,1,21,26.1,9
22,49.35,2010,1,21,28.6,10
12,47.1,2010,1,21,29.1,11
17,46.27,2010,1,21,31.9,12
14,44.92,2010,1,21,31.4,13
13,44.84,2010,1,21,30.4,14
15,43.5,2010,1,21,32.1,15
23,42.77,2010,1,21,27.9,16
16,42.73,2010,1,21,32.3,17
6,37.85,2010,1,21,24.8,18
24,37.63,2010,1,21,27.4,19
5,36.24,2010,1,21,25,20
3,35.28,2010,1,21,25.7,21
4,34.87,2010,1,21,25.3,22
2,34.6,2010,1,21,26.2,23
1,34.43,2010,1,21,26.7,24
19,65.5,2010,1,22,30.7,1
18,55.05,2010,1,22,31.3,2
20,54.99,2010,1,22,30,3
9,54.15,2010,1,22,25.1,4
10,51.8,2010,1,22,26.2,5
17,51.16,2010,1,22,32.2,6
12,50.86,2010,1,22,29.3,7
8,50.11,2010,1,22,24.6,8
11,48.9,2010,1,22,27.8,9
7,48.68,2010,1,22,24.7,10
14,47.88,2010,1,22,31.7,11
21,47.63,2010,1,22,29.4,12
13,47.26,2010,1,22,30.7,13
22,45.73,2010,1,22,28.7,14
15,45.29,2010,1,22,32.3,15
16,45.22,2010,1,22,32.5,16
23,41.14,2010,1,22,28.1,17
24,40.04,2010,1,22,27.5,18
6,33.44,2010,1,22,24.8,19
3,32.87,2010,1,22,25.8,20
1,32.56,2010,1,22,26.9,21
4,32.16,2010,1,22,25.4,22
2,31.46,2010,1,22,26.2,23
5,31.2,2010,1,22,25,24
20,67.18,2010,1,23,30.3,1
21,66.71,2010,1,23,29.7,2
9,57.46,2010,1,23,25.1,3
18,54.11,2010,1,23,31.5,4
19,53.13,2010,1,23,31,5
10,52.86,2010,1,23,26.3,6
8,52,2010,1,23,24.6,7
22,51.91,2010,1,23,29,8
12,51.57,2010,1,23,29.6,9
11,50.29,2010,1,23,28,10
23,48.32,2010,1,23,28.4,11
13,48.1,2010,1,23,30.9,12
24,47.05,2010,1,23,27.8,13
7,47.03,2010,1,23,24.8,14
14,45.03,2010,1,23,31.9,15
17,45.02,2010,1,23,32.4,16
1,43.77,2010,1,23,27.1,17
2,43.13,2010,1,23,26.4,18
15,42.86,2010,1,23,32.6,19
16,41.96,2010,1,23,32.8,20
3,41.18,2010,1,23,25.9,21
4,41.13,2010,1,23,25.5,22
5,36.63,2010,1,23,25.1,23
6,35.98,2010,1,23,24.9,24
19,90.39,2010,1,24,31.1,1
18,82.47,2010,1,24,31.6,2
21,70.96,2010,1,24,29.8,3
13,66.2,2010,1,24,31.1,4
12,66.04,2010,1,24,29.8,5
17,65.87,2010,1,24,32.5,6
20,64.84,2010,1,24,30.4,7
11,60.21,2010,1,24,28.2,8
14,59.64,2010,1,24,32.1,9
8,54.05,2010,1,24,24.9,10
10,52.44,2010,1,24,26.6,11
9,51.28,2010,1,24,25.4,12
16,51.27,2010,1,24,32.9,13
22,50.34,2010,1,24,29.2,14
15,49.39,2010,1,24,32.7,15
7,48,2010,1,24,25.1,16
23,46.45,2010,1,24,28.5,17
2,45.79,2010,1,24,26.7,18
3,44.57,2010,1,24,26.3,19
4,42.35,2010,1,24,25.9,20
1,40.82,2010,1,24,27.5,21
5,39.2,2010,1,24,25.5,22
6,38.66,2010,1,24,25.2,23
24,37.92,2010,1,24,27.9,24
17,119.92,2010,1,25,32.8,1
20,99.68,2010,1,25,30.6,2
18,97.63,2010,1,25,31.9,3
19,89.36,2010,1,25,31.3,4
13,83.72,2010,1,25,31.5,5
14,77.83,2010,1,25,32.4,6
15,70.95,2010,1,25,33.1,7
11,69.14,2010,1,25,28.6,8
12,68.77,2010,1,25,30.1,9
16,64.72,2010,1,25,33.3,10
10,62.27,2010,1,25,26.9,11
8,58.74,2010,1,25,25.2,12
9,54.01,2010,1,25,25.7,13
7,51.75,2010,1,25,25.3,14
21,49.25,2010,1,25,30,15
22,41.76,2010,1,25,29.4,16
6,41.25,2010,1,25,25.5,17
3,39.15,2010,1,25,26.5,18
23,35.96,2010,1,25,28.7,19
5,35.64,2010,1,25,25.7,20
1,35.35,2010,1,25,27.6,21
2,32.59,2010,1,25,26.9,22
4,25.64,2010,1,25,26,23
24,20.8,2010,1,25,28.2,24
18,82.27,2010,1,26,32.2,1
20,66.07,2010,1,26,30.9,2
19,61.11,2010,1,26,31.6,3
12,60.33,2010,1,26,30.5,4
8,56.78,2010,1,26,25.5,5
21,53.7,2010,1,26,30.3,6
13,53.25,2010,1,26,31.9,7
7,52.91,2010,1,26,25.7,8
11,50.36,2010,1,26,29,9
17,50.3,2010,1,26,33.1,10
9,50.22,2010,1,26,26,11
10,48.47,2010,1,26,27.3,12
22,47.68,2010,1,26,29.7,13
14,47.27,2010,1,26,32.8,14
16,46.75,2010,1,26,33.7,15
15,46.24,2010,1,26,33.4,16
23,43.16,2010,1,26,29,17
24,42.18,2010,1,26,28.6,18
1,38.85,2010,1,26,27.9,19
6,37.22,2010,1,26,25.8,20
2,21.44,2010,1,26,27.2,21
3,2.69,2010,1,26,26.8,22
5,0,2010,1,26,26,23
4,0,2010,1,26,26.4,24
8,52.83,2010,1,27,25.8,1
9,50.29,2010,1,27,26.3,2
18,50.07,2010,1,27,32.4,3
7,48.76,2010,1,27,26,4
19,47.83,2010,1,27,31.8,5
20,46.94,2010,1,27,31.2,6
10,46.06,2010,1,27,27.6,7
22,45.76,2010,1,27,30,8
11,45.73,2010,1,27,29.3,9
21,45.07,2010,1,27,30.6,10
17,44.88,2010,1,27,33.4,11
12,44.87,2010,1,27,30.8,12
13,43.54,2010,1,27,32.2,13
14,43.35,2010,1,27,33.1,14
16,43.12,2010,1,27,33.9,15
15,43.11,2010,1,27,33.8,16
5,42.31,2010,1,27,26.3,17
1,41.69,2010,1,27,28.2,18
23,41.59,2010,1,27,29.3,19
4,40.83,2010,1,27,26.7,20
6,34.48,2010,1,27,26.1,21
2,32.32,2010,1,27,27.6,22
3,32.24,2010,1,27,27.1,23
24,23.35,2010,1,27,28.9,24
20,60.22,2010,1,28,31.3,1
21,56.56,2010,1,28,30.7,2
7,53.49,2010,1,28,26.2,3
19,53.49,2010,1,28,32,4
8,52.95,2010,1,28,26.1,5
11,50.68,2010,1,28,29.5,6
22,49.17,2010,1,28,30.2,7
10,47.99,2010,1,28,27.9,8
12,47.88,2010,1,28,31,9
18,47.66,2010,1,28,32.6,10
17,47.23,2010,1,28,33.5,11
13,46.51,2010,1,28,32.4,12
9,46.44,2010,1,28,26.6,13
16,45.02,2010,1,28,34,14
14,44.49,2010,1,28,33.2,15
23,43.84,2010,1,28,29.5,16
15,43.43,2010,1,28,33.8,17
3,43.04,2010,1,28,27.4,18
24,42.4,2010,1,28,29.1,19
2,41.44,2010,1,28,27.8,20
4,40,2010,1,28,27,21
1,34.44,2010,1,28,28.6,22
6,32.78,2010,1,28,26.3,23
5,31.61,2010,1,28,26.6,24
9,76.48,2010,1,29,26.8,1
10,73.97,2010,1,29,28.2,2
8,72.55,2010,1,29,26.4,3
11,71.24,2010,1,29,29.8,4
12,69.46,2010,1,29,31.3,5
19,69.05,2010,1,29,32.3,6
7,67.33,2010,1,29,26.5,7
18,65.62,2010,1,29,32.8,8
20,62.8,2010,1,29,31.6,9
21,62.68,2010,1,29,31,10
13,60.44,2010,1,29,32.6,11
22,58.52,2010,1,29,30.5,12
14,58.15,2010,1,29,33.5,13
23,56.83,2010,1,29,29.8,14
24,56.37,2010,1,29,29.4,15
1,54.99,2010,1,29,28.8,16
15,52.36,2010,1,29,34.1,17
17,51.99,2010,1,29,33.7,18
5,50.07,2010,1,29,26.8,19
2,50.06,2010,1,29,28,20
4,47.38,2010,1,29,27.2,21
6,43.55,2010,1,29,26.6,22
3,42.84,2010,1,29,27.6,23
16,33.41,2010,1,29,34.3,24
11,75.7,2010,1,30,30,1
12,75.38,2010,1,30,31.4,2
18,75.01,2010,1,30,32.9,3
10,73.48,2010,1,30,28.4,4
20,71.38,2010,1,30,31.6,5
21,66.96,2010,1,30,31,6
13,66.56,2010,1,30,32.6,7
19,66.09,2010,1,30,32.3,8
17,65.23,2010,1,30,33.8,9
9,65.22,2010,1,30,27.1,10
8,61.02,2010,1,30,26.6,11
3,60.4,2010,1,30,27.9,12
14,59.94,2010,1,30,33.5,13
22,59.91,2010,1,30,30.4,14
15,59.2,2010,1,30,34.1,15
1,58.04,2010,1,30,29.1,16
6,57.31,2010,1,30,26.9,17
4,56.95,2010,1,30,27.5,18
16,56.65,2010,1,30,34.3,19
2,56.15,2010,1,30,28.3,20
5,50.82,2010,1,30,27.1,21
23,48.37,2010,1,30,29.7,22
7,45.98,2010,1,30,26.8,23
24,44.67,2010,1,30,29.3,24
21,70.15,2010,1,31,30.9,1
10,67.92,2010,1,31,28.4,2
22,67.36,2010,1,31,30.4,3
18,65.61,2010,1,31,32.8,4
11,65.43,2010,1,31,30,5
19,63.92,2010,1,31,32.2,6
9,62.8,2010,1,31,27.1,7
20,62.75,2010,1,31,31.5,8
12,59.07,2010,1,31,31.4,9
2,58.91,2010,1,31,28.3,10
13,57.59,2010,1,31,32.6,11
8,56.83,2010,1,31,26.6,12
7,56.54,2010,1,31,26.7,13
3,56.04,2010,1,31,27.8,14
17,55.84,2010,1,31,33.8,15
4,55.44,2010,1,31,27.4,16
1,54.96,2010,1,31,29,17
23,53.83,2010,1,31,29.7,18
16,53.1,2010,1,31,34.3,19
14,50.8,2010,1,31,33.5,20
6,48.49,2010,1,31,26.9,21
15,44.45,2010,1,31,34.1,22
5,41.88,2010,1,31,27.1,23
24,40,2010,1,31,29.2,24
20,63.39,2010,2,1,31.3,1
